name,effect,ranking,score,risk,risk_category
해수추출물,"해수추출물은 피부의 수분 공급과 미네랄 보충에 도움을 주는 성분으로, 주로 보습제와 스킨케어 제품에 사용됩니다. 해양 미네랄이 피로 회복과 피부 진정 효과를 제공할 수 있습니다. 그러나 민감한 피부에는 자극이 될 수 있으니 주의가 필요합니다.",,,민감성,자극
해수,해수는 피부 보습 및 진정 효과가 있어 화장품에 자주 사용됩니다. 해수의 미네랄 성분은 피부 장벽을 강화하여 건강한 피부로 가꾸는 데 도움을 줍니다. 그러나 민감성 피부에는 자극이 될 수 있으므로 주의가 필요합니다.,[안전],1,민감성,자극
해삼추출물,"해삼추출물은 피부 보습과 탄력 증진에 도움을 주는 성분으로, 천연 콜라겐과 비타민, 미네랄이 풍부합니다. 항산화 및 항염 효과가 있어 피부 재생과 노화 방지에 유익합니다. 알레르기 반응이 있을 수 있으니 사용 전 패치 테스트를 권장합니다.",,,민감성,알레르기
해삼가루,"해삼가루는 피부 보습과 재생 촉진에 효과적인 성분으로, 콜라겐과 미네랄 함유량이 높아 피부 탄력을 개선하고 노화를 방지하는 데 도움을 줍니다. 드물게 민감한 피부에는 자극을 유발할 수 있으므로 주의가 필요합니다.",,,민감성,자극
해바라기하이브리드오일,"해바라기하이브리드오일은 해바라기 종자를 개량하여 얻은 오일로, 보습 및 피부 보호 효과가 뛰어납니다. 오메가-6 지방산과 비타민 E가 풍부하여 항산화 작용을 하며, 가벼운 질감으로 모든 피부 타입에 적합하지만, 알레르기 반응은 주의가 필요합니다.",,,민감성,알레르기
해바라기추출물,"해바라기추출물은 보습과 항산화 특성으로 피부를 보호하고 진정시킵니다. 오메가 지방산과 비타민 E가 풍부하여 피부 장벽 강화에 기여하며, 일반적으로 건성 및 민감성 피부에 유익합니다. 드물게 알레르기를 유발할 수 있으니 주의가 필요합니다.",[안전],1,민감성,드물게 알레르기
해바라기잎/줄기추출물,해바라기잎/줄기추출물은 항산화 성분이 풍부하여 피부를 보호하고 진정시켜 줍니다. 또한 보습 효과가 있어 피부를 촉촉하게 유지하는 데 도움을 줍니다. 민감한 피부에도 적합하며 일반적으로 안전하나 알레르기 반응은 개별적으로 확인이 필요합니다.,[안전],1,민감성,알레르기
해바라기오일데실에스터,"해바라기오일데실에스터는 해바라기씨오일에서 유래한 에스터로, 화장품에 보습제 및 피부 컨디셔닝제로 사용됩니다. 가벼운 질감으로 끈적임 없이 빠르게 흡수되며, 피부를 부드럽고 건강하게 유지하는 데 도움을 줍니다.",[안전],1,없음,없음
해바라기씨추출물,"해바라기씨추출물은 보습과 피부 진정에 도움을 주는 성분으로, 항산화 작용을 통해 피부 노화를 방지합니다. 또한, 피부 보호막을 강화하여 외부 자극으로부터 피부를 보호하며, 민감성 피부에도 자극이 적어 다양한 화장품에서 사용됩니다.",[안전],1,민감성,없음
해바라기씨왁스,"해바라기씨왁스는 해바라기 씨앗에서 추출된 천연 왁스로, 보습 및 피부 보호 기능이 뛰어납니다. 립밤, 로션 등의 제품에서 사용되며 피부에 부드러운 질감을 제공합니다. 비건 화장품에 적합하며, 피부 자극 가능성이 낮습니다.",[안전],1,없음,없음
해바라기씨오일,"해바라기씨오일은 피부 보습과 영양 공급에 우수하며 비타민 E와 오메가-6 지방산이 풍부해 항산화 효과가 있습니다. 피부를 부드럽고 건강하게 가꾸는데 도움을 주며, 가벼운 오일로 모공을 막지 않아 여드름 피부에도 적합합니다.",[안전],1,없음,없음
해바라기씨오일에틸에스터즈,"해바라기씨오일에틸에스터즈는 주로 보습제로 사용되며 피부에 수분을 공급하고 보호하는 역할을 합니다. 피부에 가볍게 흡수되어 끈적임 없이 부드럽고 촉촉한 느낌을 제공하며, 일반적으로 민감한 피부에도 안전한 것으로 알려져 있습니다.",,,없음,없음
해바라기씨오일불검화물,"해바라기씨오일불검화물은 해바라기씨 오일의 불검화 성분으로, 피부 보습과 영양 공급에 도움을 줍니다. 항염 효과가 있어 피부 진정에 유용하며, 항산화 성분이 포함되어 피부 노화 방지에도 기여할 수 있습니다. 일반적으로 안전하게 사용됩니다.",[안전],1,없음,없음
해바라기씨오일글리세라이즈,"해바라기씨오일글리세라이즈는 해바라기씨 오일에서 추출된 성분으로, 피부 보습 및 보호에 사용됩니다. 유연하게 가꾸고 수분 손실을 막아주는 역할을 하며, 일반적으로 피부에 자극을 주지 않아 민감성 피부에도 적합합니다.",,,없음,없음
해바라기씨오일글리세라이드,해바라기씨오일글리세라이드는 보습 및 피부 보호 효과가 있어 스킨케어 제품에 자주 사용됩니다. 항산화 성분이 풍부하여 피부 노화를 늦추고 유수분 균형을 개선하는 데 도움을 줍니다. 알레르기 반응이 드물어 대부분의 피부 타입에 안전합니다.,,,없음,알레르기
해바라기씨애씨드,"해바라기씨애씨드(해바라기씨 오일에서 추출됨)는 보습과 항산화 효과가 있어 피부를 보호하고 진정시키는 데 사용됩니다. 주로 로션, 크림 등에 포함되며, 민감성 피부에도 비교적 안전하지만 알레르기 반응을 유발할 수 있으니 주의가 필요합니다.",[안전],1,민감성,알레르기 유발
해바라기씨버터,"해바라기씨버터는 해바라기 씨앗에서 추출한 식물성 버터로, 피부 보습과 영양 공급에 효과적입니다. 가벼운 질감과 빠른 흡수력으로 다양한 스킨케어 제품에 사용되며, 민감성 피부에도 적합하여 자극이 적습니다.",,,민감성,없음
해바라기씨드케이크,해바라기씨드케이크는 주로 보습과 영양 공급을 위해 화장품에 사용됩니다. 피부 장벽 강화에 도움을 주며 항산화 특성이 있어 피부 보호 효과도 있습니다. 민감성 피부에도 적합하나 알레르기 반응을 주의해야 합니다.,[안전],1,민감성,알레르기
해바라기씨가루,"해바라기씨가루는 피부 관리 제품에 자주 사용되며, 비타민 E와 항산화 물질이 풍부하여 피부 보습과 영양 공급에 도움을 줍니다. 또한 각질 제거 및 피부 개선에 기여할 수 있으나, 알레르기 반응을 유발할 수 있어 주의가 필요합니다.",,,민감성,알레르기 유발
해바라기씨,"해바라기씨(Helianthus Annuus Seed)는 피부 보습과 진정에 탁월한 효과를 가진 성분으로, 비타민 E와 필수 지방산이 풍부하여 피부 장벽 강화에 도움을 줍니다. 일반적으로 민감한 피부에 안전하지만, 개인에 따라 알레르기 반응이 있을 수 있습니다.",[안전],1,민감성,알레르기
해바라기싹추출물,"해바라기싹추출물은 항산화 작용이 뛰어나며 피부를 보호하고 보습을 돕습니다. 비타민 E와 필수 지방산이 풍부해 피부 재생에 효과적입니다. 민감성 피부에도 비교적 안전하며, 주름 개선과 피부 톤 개선에 도움을 줄 수 있습니다.",[안전],1,민감성,없음
해바라기꽃추출물,"해바라기꽃추출물은 피부 진정 효과와 항산화 작용을 제공하는 천연 성분입니다. 피부를 보호하고 수분 공급 및 탄력 개선에 도움을 줄 수 있습니다. 일반적으로 민감한 피부에도 안전하나, 개별 피부 반응을 먼저 테스트하는 것이 좋습니다.",,,민감성,없음
해면추출물,"해면추출물은 해면에서 추출한 성분으로, 항균 및 항염 효과가 있어 피부 진정과 트러블 완화에 도움을 줍니다. 또한, 미네랄과 영양소가 풍부해 피부 탄력 개선 및 보습 효과를 제공합니다. 다만 민감한 피부에는 주의가 필요합니다.",,,민감성,없음
해면,"해면(스펀지)은 주로 각질 제거 및 피부 클렌징에 사용됩니다. 천연 해면은 부드러워 예민한 피부에도 적합하며, 피부의 불순물 제거를 돕습니다. 그러나 해면의 세균 번식 우려로 정기적인 세척과 건조 관리가 필요합니다.",[안전],1,민감성,세균 번식
해마토코쿠스 플루비알리스추출물,"해마토코쿠스 플루비알리스추출물은 고농도의 아스타잔틴을 함유하고 있어 강력한 항산화 효과를 지니며, 피부 노화 방지와 염증 완화에 도움을 줄 수 있습니다. 민감한 피부에도 비교적 안전하나, 알레르기 반응 여부를 위해 패치 테스트가 권장됩니다.",[주의],1-3,민감성,알레르기
해마토코쿠스 플루비알리스오일,"해마토코쿠스 플루비알리스오일은 강력한 항산화제인 아스타잔틴이 풍부하여 피부 노화 방지에 효과적입니다. 주로 보습, 주름 개선, 탄력 증진에 사용되며, 피부 자극이 적어 민감성 피부에도 적합합니다. 다만, 사용 전 개별 피부 반응을 테스트하는 것이 좋습니다.",[안전],1,민감성,없음
해마토코쿠스 플루비알리스가루,해마토코쿠스 플루비알리스가루는 강력한 항산화 성분인 아스타잔틴을 함유하고 있어 피부 노화 방지와 염증 완화에 효과적이다. 주로 자외선 및 외부 스트레스 요인으로부터 피부를 보호하거나 피부 톤 개선을 위해 사용된다. 과다 사용시 피부 자극 가능성이 있으니 주의가 필요하다.,[안전],1,없음,자극
해마추출물,"해마추출물은 피부 탄력 개선과 보습에 도움을 주는 성분으로 알려져 있습니다. 항산화 작용을 통해 피부 노화를 방지하며, 진정 효과도 있어 민감성 피부에 적합합니다. 그러나 일부는 해양 생물 보호 측면에서 윤리적 문제를 제기할 수 있습니다.",,,민감성,없음
해란초추출물,"해란초추출물은 주로 피부 진정과 항염 효과로 알려져 있으며, 민감성 피부를 완화하는 데 도움이 됩니다. 자연 유래 성분으로 자극이 적어 스킨케어 제품에 흔히 사용되지만, 알레르기 반응이 있을 수 있으니 주의가 필요합니다.",,,민감성,알레르기
해두잎추출물,"해두잎추출물은 피부 진정 및 항염 효과가 있는 성분으로, 주로 민감성 피부를 위한 화장품에 사용됩니다. 또한, 항산화 작용을 통해 피부를 보호하고 노화를 방지하는 데 도움을 줄 수 있습니다. 드물게 알레르기 반응을 일으킬 수 있으니 주의가 필요합니다.",,,민감성,드물게 알레르기
해두나무껍질/씨추출물,"해두나무껍질/씨추출물은 항염 및 항산화 효과로 피부 진정과 보호에 도움을 줄 수 있는 성분입니다. 주로 민감성 피부 관리 제품에 사용되며, 피부 장벽 강화에 기여합니다. 알레르기 반응에 주의가 필요할 수 있습니다.",,,민감성,알레르기
해당화추출물,"해당화추출물(로사 루고사 꽃 추출물)은 피부 진정 및 항염 효과가 뛰어나고, 수분 공급과 항산화 효과로 노화 방지에 도움을 줍니다. 대부분의 피부 타입에 안전하지만, 민감 피부는 패치 테스트가 권장됩니다.",[안전],1,민감성,없음
해당화줄기추출물,해당화줄기추출물은 피부 진정 및 항염 효과가 있어 자극받은 피부를 완화시키는 데 사용됩니다. 또한 항산화 작용이 있어 피부 노화를 방지하는 데 도움을 줄 수 있습니다. 민감한 피부에도 비교적 안전하게 사용 가능한 성분입니다.,,,민감성,없음
해당화잎추출물,"해당화잎추출물은 주로 피부 진정 및 보습에 탁월한 효과가 있는 성분입니다. 항염 및 항산화 작용을 통해 피부를 보호하고, 피부 장벽 강화에 도움을 줄 수 있어 화장품에 자주 사용됩니다. 일반적으로 안전하지만 개인 피부 타입에 따라 자극이 있을 수 있습니다.",,,없음,자극
해당화오일,"해당화오일은 피부 진정 및 보습 효과가 우수한 천연 성분으로, 주로 민감성 피부를 위해 사용됩니다. 항산화 성분이 풍부하여 피부 노화를 방지하며, 피부 톤 개선에 도움을 줄 수 있습니다. 알레르기 반응 가능성은 낮지만 개별 테스트가 권장됩니다.",[주의],3,민감성,알레르기
해당화싹가루,"해당화싹가루는 피부 진정과 재생을 도와주는 효과가 있으며, 항산화 성분이 풍부하여 노화 방지에 기여합니다. 또한, 피부를 부드럽고 촉촉하게 유지하는 데 유용합니다. 범용성이 뛰어나 다양한 화장품에 사용됩니다.",,,없음,없음
해당화수,"해당화수는 피부 진정 및 수분 공급에 효과적인 성분으로 알려져 있으며, 항산화 작용을 통해 피부를 보호하고 탄력을 유지하는 데 도움을 줍니다. 민감성 피부에 적합하며, 자연 유래 성분으로 자극이 적어 다양한 화장품에 사용됩니다.",,,민감성,없음
해당화뿌리추출물,"해당화뿌리추출물은 피부 진정과 항염 효과가 있어 민감성 피부 제품에 자주 사용됩니다. 항산화 성분을 함유하여 피부 보호 및 노화 방지에 도움을 줄 수 있지만, 알레르기 반응이 있을 수 있으므로 주의가 필요합니다.",,,민감성,알레르기
아세토박터/아스퍼질러스/락토바실러스/류코노스톡/페디오코쿠스/효모/지고사카로미세스/귤/둥근금감/유자/사과/바나나/파파야/배/감/수박/복숭아/매실/무화과/모과/비파나무열매/살구/대추/호박/밤/머루/라즈베리/나한과/구기자/검정콩/팥/작두콩/쌀/보리/율무/돌피씨/조/기장/원추리꽃/양배추잎/줄기/산뽕나무잎/자소엽/고구마/토란/중국얌뿌리줄기/이리데아 라미나리오이데스/곤포/네마시스티스 데시피엔스/미역/무/순무/당근/우엉/연근/양파/산나리비늘줄기/감초/벗풀뿌리/참깨/은행/주글란스 수브코르디포르미스열매/인삼씨/개다래/노루궁뎅이버섯자실체/잎새버섯자실체/자두/으름덩굴열매/일본산사나무열매/산수유/용안열매/어성초/쑥/얼룩조릿대잎/병꽃풀/캐모마일꽃/쇠뜨기/결명자/서양민들레/이소도니스/홍화/차전초/야콘/마늘/생강/비트/베트남고수/강황/오가나무뿌리/잣/표고버섯자실체/목이버섯/비티스 라브루스카열매/돼지감자발효추출물,"해당 성분은 다양한 발효 성분과 과일, 곡물, 식물 추출물이 혼합된 복합 성분으로, 피부 보습과 영양 공급에 유익하며 항산화 작용을 통해 피부 건강을 개선할 수 있습니다. 광범위한 천연 성분으로 민감한 피부도 사용할 수 있습니다.",,,없음,없음
해국피토플라센타추출물,"해국피토플라센타추출물은 피부 톤 개선과 보습에 도움을 주는 성분으로, 해국의 풍부한 항산화제와 영양소를 함유하고 있습니다. 피부 장벽 강화를 통해 외부 자극을 완화하며, 피부 노화 방지에 기여할 수 있습니다.",,,없음,없음
해국캘러스추출물,"해국캘러스추출물은 항산화 및 항염 효과가 뛰어난 해국 식물의 배양 세포에서 얻은 성분으로, 피부 진정과 보습에 도움을 줍니다. 자극을 줄이고 피부 장벽 강화에도 기여하여 민감성 피부에도 적합합니다.",,,민감성,없음
해국캘러스세포외소포,"해국캘러스세포외소포는 피부 재생과 항산화 효과를 제공하여 주름 개선과 피부 탄력 증진에 도움을 줍니다. 자연 유래 성분으로 자극이 적어 민감성 피부에도 적합하며, 피부 보호와 보습 효과로 화장품 원료로 활용됩니다.",,,민감성,없음
해국추출물,해국추출물(Aster Spathulifolius Extract)은 해안가에서 자라는 식물로 항산화 및 항염 효과가 있어 피부 진정과 보습에 도움을 줍니다. 피부 노화 방지에 유용하며 민감한 피부에도 사용 가능합니다. 천연 성분으로 비교적 안전한 것으로 평가됩니다.,,,없음,없음
"항히스타민제(예 : 독실아민, 다이페닐피랄린, 다이펜하이드라민, 메타피릴렌, 브롬페니라민, 사이클리진, 클로르페녹사민, 트라이펠렌아민, 하이드록사진 등)","항히스타민제는 주로 알레르기 증상 완화, 가려움증 감소, 염증 억제에 사용됩니다. 코스메틱 제품에서는 진정 효과를 통해 피부 자극을 완화합니다. 과도한 사용 시 피부 건조, 민감성 증가 등의 부작용이 있을 수 있으므로 주의가 필요합니다.",,,민감성,부작용
항히스타민제,항히스타민제는 알레르기 반응을 완화하기 위해 사용됩니다. 화장품에서는 가려움증 및 붓기 감소에 도움을 줄 수 있습니다. 그러나 장기간 사용 시 피부 자극을 유발할 수 있으므로 주의가 필요합니다. 사용 전 전문가와 상담이 권장됩니다.,,,없음,피부 자극
항천연두백신글로불린,"항천연두백신글로불린은 천연두 예방을 위한 면역 글로불린으로, 주로 감염 예방과 치료에 사용됩니다. 면역력 강화에 도움을 주지만, 부작용으로는 알레르기 반응과 주사 부위 통증이 있을 수 있습니다. 화장품에는 일반적으로 사용되지 않습니다.",,,없음,"알레르기 반응, 주사 부위 통증"
항림프구글로불린,항림프구글로불린은 림프구의 활성을 억제하여 면역 반응을 조절하는 성분입니다. 주로 자가면역 질환 치료에 사용됩니다. 피부 자극 등의 부작용이 있을 수 있어 사용 시 전문의와 상담이 권장됩니다. 일반적인 화장품 성분으로는 잘 사용되지 않습니다.,,,없음,자극
핫사쿠오렌지열매추출물,"핫사쿠오렌지열매추출물은 피부에 자연스러운 광택과 보습을 제공하며, 항산화 효과로 피부 노화를 방지합니다. 이 추출물은 또한 피부를 부드럽게 하고 진정시켜 주는 효능이 있어 스킨케어 제품에 많이 사용됩니다.",,,없음,없음
합성흉선흉선하이드롤리세이트,"합성흉선흉선하이드롤리세이트는 피부 재생과 면역력 증진에 도움을 줄 수 있는 합성 성분입니다. 주로 안티에이징 제품에 사용되며, 피부 장벽 강화와 탄력 개선을 돕습니다. 특정 피부에 자극이 될 수 있으므로 패치 테스트가 권장됩니다.",,,없음,자극
합성호호바오일,"합성호호바오일은 보습과 피부 보호에 뛰어난 효과를 지닌 합성 유래 오일입니다. 피지와 유사한 구조로 피부에 부담 없이 흡수되며, 민감성 피부에도 적합합니다. 모발 관리 제품에서도 사용되며, 사용 시 알레르기 반응은 거의 없습니다.",[안전],1,민감성,없음
합성플루오르플로고파이트,"합성플루오르플로고파이트는 합성 운모로, 화장품에서 반짝임과 광택을 더하는 데 사용됩니다. 내구성이 뛰어나며 피부 자극이 적어 아이섀도우, 파운데이션 등 다양한 제품에 안전하게 쓰입니다. 환경에 해롭지 않아 지속 가능한 대안으로 주목받고 있습니다.",,,없음,없음
합성토파즈,"합성토파즈는 주로 화장품에서 반짝임 효과를 내기 위해 사용됩니다. 광채 부여와 피부 톤 개선에 기여할 수 있지만, 드물게 피부 자극을 유발할 수 있습니다. 민감성 피부를 가진 사람은 사용 전에 주의가 필요합니다.",,,민감성,드물게 피부 자극
합성칸데릴라왁스,"합성칸데릴라왁스는 식물성 초를 모방하여 만든 합성 왁스로, 주로 립밤, 피부 크림, 연고 등에 사용됩니다. 피부에 보호막을 형성하고 보습 효과를 제공하며, 자연유래 성분보다 안정성이 높아 널리 활용됩니다.",[안전],1,없음,없음
합성카나우바,"합성카나우바는 천연 카나우바 왁스의 대체로 사용되며, 화장품에서 보습, 광택 및 고정력을 제공합니다. 립스틱, 마스카라 등 메이크업 제품에 흔히 사용되며 피부 자극이 적어 안전한 성분으로 평가받습니다.",[안전],1,없음,없음
합성재팬왁스,"합성재팬왁스는 화장품에서 모이스처라이저와 점증제로 사용됩니다. 피부에 고급스러운 질감을 제공하며, 립밤, 크림 등에 광택을 주어 발림성을 향상시킵니다. 합성 과정을 통해 알레르기 유발 가능성을 줄입니다.",,,없음,알레르기 유발 가능성
합성월장석가루,"합성월장석가루는 화장품에서 광채 효과를 위해 사용되는 성분입니다. 빛을 반사하여 피부를 화사하고 매끄럽게 보이게 하며, 미세한 입자가 모공을 막을 우려가 적습니다. 그러나 피부 타입에 따라 민감한 반응이 나타날 수 있어 주의가 필요합니다.",,,민감성,모공막힘
합성왁스,"합성왁스는 화장품에서 보습, 발림성 개선 및 피부 보호막 형성에 사용됩니다. 자연 왁스보다 균일하고 특정 알레르기 반응을 줄일 수 있지만, 합성 과정에서 사용된 화학물질에 따라 일부 민감한 피부에는 자극이 있을 수 있습니다.",[안전],1,민감성,자극
합성사파이어,"합성사파이어는 일반적으로 화장품에서 광택을 높이고 피부 표면을 부드럽게 만드는 성분으로 사용됩니다. 빛 반사를 통해 피부를 환하게 보이게 하며, 주로 프라이머나 파운데이션에 사용됩니다. 피부 자극은 낮은 편입니다.",[안전],1,없음,없음
합성비즈왁스,"합성비즈왁스는 자연 비즈왁스를 대체하는 성분으로, 화장품에서 보습 및 유화제로 사용됩니다. 천연 왁스보다 안정성이 높고, 알레르기 유발 가능성이 적어 다양한 피부 타입에 사용 가능합니다. 대체로 안전하지만 민감성 피부는 테스트 권장됩니다.",[안전],1,민감성,알레르기 유발 가능성
합성루비,"합성루비는 스킨케어 및 메이크업 제품에 미세한 광택을 더해 피부를 밝고 화사하게 하는 데 사용됩니다. 비침습적이며 일반적으로 안전하지만, 특정 민감성 피부에는 자극을 줄 수 있으니 주의가 필요합니다.",,,민감성,자극
합성루비가루,"합성루비가루는 화장품에서 피부에 광채와 윤기를 주기 위해 사용됩니다. 미세한 입자로 피부 표면을 매끄럽게 하고, 보석 자체의 미관적 특성을 화장품에 더해 고급스러운 느낌을 줍니다. 피부 민감성을 유발할 수 있어 사용 시 주의가 필요합니다.",,,민감성,민감성 유발
합성 쿠라리잔트(Curarizants),"합성 쿠라리잔트는 근육 이완제로 사용되는 성분입니다. 주로 마취 과정에서 근육을 일시적으로 이완시키기 위해 사용되지만, 화장품에서는 거의 사용되지 않습니다. 부작용으로는 호흡 억제가 있을 수 있어 주의가 필요합니다.",,,없음,호흡 억제
함수초잎추출물,"함수초잎추출물은 항산화 및 항염 효과로 피부를 진정시키고 보호하는 데 유용합니다. 주로 피부 트러블 완화와 보습을 위해 화장품에 사용되며, 민감성 피부에도 안전하게 사용할 수 있습니다. 알레르기 반응은 드문 편입니다.",,,민감성,드문 알레르기
함수초(含羞草),함수초(含羞草)(Mimosa pudica L.)는 피부 진정 및 항염 효과가 있어 화장품에 사용됩니다. 이 식물 추출물은 민감한 피부를 진정시키고 자극을 완화하는데 도움을 줍니다. 하지만 사용 전 알레르기 반응 가능성을 고려하는 것이 좋습니다.,,,민감성,알레르기
함박꽃추출물,"함박꽃추출물(목련추출물)은 항산화 및 항염 효과가 있어 피부 진정과 보호에 도움을 줍니다. 주로 민감성 및 트러블 피부에 사용되며, 피부 톤 개선 및 수분 공급에 기여할 수 있습니다. 일부 민감한 피부에는 자극을 줄 수 있으니 주의가 필요합니다.",,,민감성,자극
함박꽃오일,함박꽃오일(함박꽃나무 오일)은 보습과 진정 효과가 뛰어나 피부에 수분을 공급하고 자극을 완화하는 데 사용됩니다. 항산화 성분이 함유되어 피부 노화 방지에도 도움을 줍니다. 드물게 알레르기를 유발할 수 있으므로 주의가 필요합니다.,,,민감성,드물게 알레르기 유발
함박꽃나무캘러스배양추출물,"함박꽃나무캘러스배양추출물은 피부 진정과 항산화 효과가 뛰어나며, 민감한 피부를 보호해줍니다. 항염 성분이 있어 염증 완화에 도움을 주고 피부를 촉촉하게 유지시켜줍니다. 하지만 특정 알레르기 반응이 있을 수 있어 주의가 필요합니다.",,,민감성,알레르기
함박꽃나무추출물,"함박꽃나무추출물은 피부 진정과 항염 효과가 있어 화장품에 주로 사용됩니다. 항산화 성분도 포함되어 있어 피부 노화 방지에 도움을 줄 수 있습니다. 민감한 피부에도 비교적 안전하나, 개별 피부 반응을 확인하는 것이 중요합니다.",,,민감성,없음
함경딸기캘러스추출물,"함경딸기캘러스추출물은 항산화 성분이 풍부하여 피부 노화 방지에 도움을 줄 수 있습니다. 또한, 피부의 수분을 유지하고 진정 효과를 제공하여 민감한 피부 개선에 기여할 수 있습니다. 일반적으로 화장품의 기능성 성분으로 사용됩니다.",[안전],1,민감성,없음
함경딸기열매추출물,"함경딸기열매추출물은 강력한 항산화 작용을 통해 피부 노화 방지에 도움을 주며, 비타민 C와 다양한 폴리페놀이 풍부하여 피부 톤을 밝게 하고 활력을 증진시킵니다. 또한 피부 수분 유지 및 진정 효과가 있어 다양한 화장품에 사용됩니다.",,,없음,없음
할미꽃추출물,"할미꽃추출물은 항균 및 항염 효과가 있어 스킨케어 제품에 널리 사용됩니다. 피부 진정과 트러블 완화에 도움을 주며, 천연 성분이므로 민감한 피부에도 비교적 안전합니다. 그러나 개개인의 반응이 다를 수 있어 피부 테스트가 권장됩니다.",,,민감성,없음
할미꽃뿌리추출물,"할미꽃뿌리추출물은 주로 항염 및 항균 효과로 알려져 있어 화장품에서 피부 진정 및 보호 목적으로 사용됩니다. 또한 민감성 피부에 유익할 수 있지만, 일부 사람에게는 자극을 유발할 수 있어 사용 전 패치 테스트가 권장됩니다.",,,민감성,자극 유발
할립틸론 아테누아툼캘러스배양추출물,"할립틸론 아테누아툼캘러스배양추출물은 해조류 유래 성분으로 피부 진정 및 보습에 효과적이며, 항산화 특성을 가지고 있어 피부 노화 방지에 도움이 됩니다. 민감한 피부에도 적합한 성분으로 알려져 있습니다.",,,민감성,없음
할리메다 비키니엔시스캘러스배양추출물,"할리메다 비키니엔시스캘러스배양추출물은 피부 진정 및 보습 효과가 뛰어난 해조류 유래 성분으로, 항산화 작용을 통해 피부 노화 방지에 도움을 줄 수 있습니다. 피부 개선을 위한 화장품에 주로 사용됩니다.",,,없음,없음
할리드뤼스 실리쿠오사추출물,"할리드뤼스 실리쿠오사추출물은 갈조류에서 추출한 성분으로, 항산화 특성을 가지고 있어 피부 노화 방지에 효과적입니다. 또한 피부의 보습과 진정에 도움을 줄 수 있어 다양한 화장품에 사용됩니다. 알러지 가능성은 낮지만 개인 차이가 있을 수 있습니다.",[주의],1-3,없음,알러지 가능성
할롭테리스 스코파리아추출물,"할롭테리스 스코파리아추출물은 갈조류에서 추출된 성분으로, 피부에 보습과 항산화 효과를 제공합니다. 피부를 진정시키고 탄력을 개선하는 데 도움을 줄 수 있으며, 민감한 피부에도 비교적 안전하게 사용될 수 있습니다.",,,민감성,없음
할로페리돌,"할로페리돌은 항정신병제제로, 정신분열증 치료에 사용됩니다. 화장품 성분으로 사용되지 않으며, 피부에 적용 시 부작용이 발생할 수 있습니다. 따라서 화장품에는 부적합한 성분입니다.",,,없음,부작용 발생
할로카반,"할로카반은 피부 보호 및 보습을 위한 합성 화합물로, 주로 화장품과 스킨케어 제품에 사용됩니다. 피부 표면에 방어막을 형성해 수분 손실을 막아주는 역할을 하지만, 민감한 피부에는 자극을 줄 수 있어 주의가 필요합니다.",,,민감성,자극
할로제노살리실라닐라이드,할로제노살리실라닐라이드는 항균 특성을 가진 성분으로 주로 비누나 소독제에 사용됩니다. 그러나 피부 자극을 유발할 수 있어 농도와 사용 방법에 주의가 필요합니다. 일부 환경에서는 악영향을 미칠 수 있어 사용 시 신중함이 요구됩니다.,,,없음,자극
할로이사이트,"할로이사이트는 천연광물로, 주로 스킨케어 제품에서 흡수력 향상과 피부 진정에 사용됩니다. 미세한 나노튜브 구조를 가져 유효 성분 전달에 유리하며, 피부의 유분 조절과 모공 수축에도 도움을 줍니다. 드물게 민감한 피부에 자극을 줄 수 있습니다.",,,민감성,드물게 자극
할로시딘서브유닛에이아마이드/할로시딘서브유닛비아마이드,"할로시딘서브유닛에이아마이드/할로시딘서브유닛비아마이드는 천연 항균 펩타이드로 피부의 감염 예방에 도움을 줄 수 있습니다. 주로 스킨케어 제품에 사용되며, 안전성이 높은 성분으로 알려져 있으나 민감한 피부는 사전 테스트가 필요합니다.",,,민감성,없음
할로박테리움발효용해추출물,"할로박테리움발효용해추출물은 보습과 항산화 효과를 제공하여 피부 노화 방지에 도움을 줄 수 있는 성분입니다. 천연 미생물을 발효시켜 얻으며, 피부 장벽 강화와 유수분 균형 유지에 유용합니다. 민감성 피부에도 비교적 안전하게 사용 가능합니다.",,,민감성,없음
할로박테리움 살리나룸카로테노이즈,"할로박테리움 살리나룸 카로테노이즈는 강한 항산화 작용으로 알려져 있으며, 피부 노화 방지와 보호에 도움을 줍니다. 미생물에서 추출된 이 성분은 자외선 차단과 색소 침착 예방에도 효과적입니다. 일부는 과민 반응을 유발할 수 있으니 주의가 필요합니다.",,,민감성,과민 반응 유발
할로겐화살리실아닐리드,할로겐화살리실아닐리드는 항균 및 항진균 특성으로 인해 피부 감염 제품에서 사용됩니다. 그러나 알레르기 반응이나 피부 자극을 일으킬 수 있어 민감한 피부에는 주의가 필요합니다. 사용 시 제품 라벨과 사용 안내를 확인하는 것이 중요합니다.,,,민감성,알레르기반응
"할로겐화살리실아닐리드(다이-,트리-,메타브롬잘란 및 테트라클로로살리실아닐리드)","할로겐화살리실아닐리드(다이-,트리-,메타브롬잘란 및 테트라클로로살리실아닐리드)는 항균 및 살균 효과가 있어 비누나 세정제에 사용됩니다. 그러나 피부 자극이나 알레르기 반응을 일으킬 수 있어 사용 시 주의가 필요합니다. 최근에는 규제 강화로 사용이 감소하고 있습니다.",,,민감성,알레르기
